נג'ארה 27  ירושלים ישראל,1,ירושלים,3000,249,מרכז קהילתי רוס,כ,כ,,,,31.7906094,35.1916144
ויטל חיים 32  ירושלים ישראל,1,ירושלים,3000,250,"נועם-ממ""ד תורני לבנים", , ,,,,31.7892714,35.1917926
זכרון יעקב 3  ירושלים ישראל,1,ירושלים,3000,251,"בי""ס בית יעקב מטרסדורף", , ,,,,31.7957326,35.2000434
בן ציון 24  ירושלים ישראל,1,ירושלים,3000,252,בית יעקב גבעת שאול, , ,,,,31.7897609,35.1934983
הרב טייב חי 46  ירושלים ישראל,1,ירושלים,3000,253,"ממ""ד תורני לבנים הר נוף", , ,,,,31.7832278,35.171766
הרב אבן דנן 30  ירושלים ישראל,1,ירושלים,3000,254,בית ספר בית יעקב הר נוף, , ,,,,31.7813237,35.1724917
הקבלן 8  ירושלים ישראל,1,ירושלים,3000,255,"בי""ס בית יעקב (דרך החיים)", , ,,,,31.7878774,35.1750603
הרב אבן דנן 30  ירושלים ישראל,1,ירושלים,3000,256,בית ספר בית יעקב הר נוף, , ,,,,31.7813237,35.1724917
הרב טייב חי 46  ירושלים ישראל,1,ירושלים,3000,257,"ממ""ד תורני לבנות הר נוף", , ,,,,31.7832278,35.171766
הרב טייב חי 46  ירושלים ישראל,1,ירושלים,3000,258,"ממ""ד תורני לבנות הר נוף", , ,,,,31.7832278,35.171766
מנחם מנדל משקלוב 24  ירושלים ישראל,1,ירושלים,3000,259,מועדון גיל הזהב (בניין כללית), , ,,,,31.7863438,35.1744784
התומר 5  ירושלים ישראל,1,ירושלים,3000,260,"בי""ס יפה נוף", , ,,,,31.7797653,35.186367
שחר 19  ירושלים ישראל,1,ירושלים,3000,261,"ממ""ד יסודי קהילתי דרור",כ, ,,,,31.7803832,35.1942774
תורה ועבודה 6  ירושלים ישראל,1,ירושלים,3000,262,"בי""ס תיכון הימלפרב", , ,,,,31.7666943,35.1815229
הקבלן 8  ירושלים ישראל,1,ירושלים,3000,263,"בי""ס בית יעקב (דרך החיים)", , ,,,,31.7878774,35.1750603
חכמי יוסף 28א ירושלים ישראל,1,ירושלים,3000,264,"ביה""ס נווה עציון", , ,,,,31.7654962,35.1890552
הרב טייב חי 46  ירושלים ישראל,1,ירושלים,3000,265,"ממ""ד תורני לבנים הר נוף", , ,,,,31.7832278,35.171766
הרב אבן דנן 30  ירושלים ישראל,1,ירושלים,3000,266,בית ספר בית יעקב הר נוף, , ,,,,31.7813237,35.1724917
שד הרצל 137  ירושלים ישראל,1,ירושלים,3000,267.1,"תיכון ע""ש זיו-מרקס",כ,כ,אות ראשונה בשם משפחה,א,,31.7778149,35.1860008
שד הרצל 137  ירושלים ישראל,1,ירושלים,3000,267.2,"תיכון ע""ש זיו-מרקס", , ,אות ראשונה בשם משפחה,מ,,31.7778149,35.1860008
בן ציון 7  ירושלים ישראל,1,ירושלים,3000,268,"בית הספר הממ""ד מימון", , ,,,,31.7889112,35.1966098
בן ציון 7  ירושלים ישראל,1,ירושלים,3000,269,"בית הספר הממ""ד מימון", , ,,,,31.7889112,35.1966098
בן ציון 7  ירושלים ישראל,1,ירושלים,3000,270,"בית הספר הממ""ד מימון", , ,,,,31.7889112,35.1966098
בזל 3  ירושלים ישראל,1,ירושלים,3000,271,"נועם - בי""ס תורני לבנות",כ,כ,,,,31.7842767,35.19269
בזל 3  ירושלים ישראל,1,ירושלים,3000,272,"נועם - בי""ס תורני לבנות", , ,,,,31.7842767,35.19269
בזל 3  ירושלים ישראל,1,ירושלים,3000,273,"נועם - בי""ס תורני לבנות",כ, ,,,,31.7842767,35.19269
מעגל בית המדרש 8  ירושלים ישראל,1,ירושלים,3000,274,"בי""ס ממלכתי בית הכרם", , ,,,,31.7819935,35.1912563
שחר 19  ירושלים ישראל,1,ירושלים,3000,275,"ממ""ד יסודי קהילתי דרור",כ, ,,,,31.7803832,35.1942774
התומר 5  ירושלים ישראל,1,ירושלים,3000,276,"בי""ס יפה נוף", , ,,,,31.7797653,35.186367
מעגל בית המדרש 8  ירושלים ישראל,1,ירושלים,3000,277,"בי""ס ממלכתי בית הכרם", , ,,,,31.7819935,35.1912563
בן ציון 7  ירושלים ישראל,1,ירושלים,3000,278,"בית הספר הממ""ד מימון", , ,,,,31.7889112,35.1966098
התומר 5  ירושלים ישראל,1,ירושלים,3000,279,"בי""ס יפה נוף", , ,,,,31.7797653,35.186367
שד הרצל 137  ירושלים ישראל,1,ירושלים,3000,280,"תיכון ע""ש זיו-מרקס", , ,,,,31.7778149,35.1860008
החלוץ 47  ירושלים ישראל,1,ירושלים,3000,281,"בית ספר ויצ""ו בית הכרם", , ,,,,31.7770405,35.1908373
